product_name,rating,review,manufacturer,chipset,distributor,sentiment,tokens,predicted,confidence
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,배송 아주 빠르고 안전하게 포장 배송 아주 빠르고 안전하게 포장되어 왔습니다.,MSI,RTX 3060,Official,positive,배송 아주 빠르고 안전하게 포장 배송 아주 빠르고 안전하게 포장 되어 왔습니다 .,positive,0.9999997615814209
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,제품 정상작동하여 만족 제품 정상작동하여 만족,MSI,RTX 3060,Official,positive,제품 정상 작동 하 여 만족 제품 정상 작동 하 여 만족,positive,0.9999995231628418
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,빠르고 좋습니다. 12GB라 성능도 좋네요.,MSI,RTX 3060,Official,positive,빠르고 좋습니다 . 12 GB 라 성능 도 좋네요 .,positive,0.9999994039535522
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,급하게산다고 샀는데 다행히 토요일에 도착해서 잘조립했습... 급하게산다고 샀는데 다행히 토요일에 도착해서 잘조립했습니다~ 3060 좋아요!,MSI,RTX 3060,Official,positive,급하게 산다 고 샀는데 다행히 토요일 에 도착 해서 잘 조립 했 습 ... 급하게 산다 고 샀는데 다행히 토요일 에 도착 해서 잘 조립 했습니다 ~ 3060 좋아요 !,positive,0.9999992847442627
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,빠른 배송 감사합니다. 포장도 잘 빠른 배송 감사합니다. 포장도 잘 해주셔서 안전하게 받았습니다.,MSI,RTX 3060,Official,positive,빠른 배송 감사합니다 . 포장 도 잘 빠른 배송 감사합니다 . 포장 도 잘 해주셔서 안전하게 받았습니다 .,positive,0.9999998807907104
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,최고예요 제품 상태가 좋습니다. 배송이 빠릅니다.,MSI,RTX 3060,Official,positive,최고 예요 제품 상태 가 좋습니다 . 배송 이 빠릅니다 .,positive,0.9999978542327881
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,좋아요 잘작동돼고 엄청 빠르고 좋아요완젼 잘쓰고있어요,MSI,RTX 3060,Official,positive,좋아요 잘 작동 돼고 엄청 빠르고 좋아요 완젼 잘쓰고있어요,positive,0.9999996423721313
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,싸고 빠르고 좋아요 추천합니다 싸고 빠르고 좋아요 추천합니다,MSI,RTX 3060,Official,positive,싸고 빠르고 좋아요 추천 합니다 싸고 빠르고 좋아요 추천 합니다,positive,0.999998927116394
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,싸고 빠르고 좋아요 추천합니다 싸고 빠르고 좋아요 추천합니다,MSI,RTX 3060,Official,positive,싸고 빠르고 좋아요 추천 합니다 싸고 빠르고 좋아요 추천 합니다,positive,0.999998927116394
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,싸고 빠르고 좋아요 추천합니다 싸고 빠르고 좋아요 추천합니다,MSI,RTX 3060,Official,positive,싸고 빠르고 좋아요 추천 합니다 싸고 빠르고 좋아요 추천 합니다,positive,0.999998927116394
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,싸고 빠르고 좋아요 추천합니다 싸고 빠르고 좋아요 추천합니다,MSI,RTX 3060,Official,positive,싸고 빠르고 좋아요 추천 합니다 싸고 빠르고 좋아요 추천 합니다,positive,0.999998927116394
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,싸고 빠르고 좋아요 추천합니다 싸고 빠르고 좋아요 추천합니다,MSI,RTX 3060,Official,positive,싸고 빠르고 좋아요 추천 합니다 싸고 빠르고 좋아요 추천 합니다,positive,0.999998927116394
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,싸고 빠르고 좋아요 추천합니다 싸고 빠르고 좋아요 추천합니다,MSI,RTX 3060,Official,positive,싸고 빠르고 좋아요 추천 합니다 싸고 빠르고 좋아요 추천 합니다,positive,0.999998927116394
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,싸고 빠르고 좋아요 추천합니다 싸고 빠르고 좋아요 추천합니다,MSI,RTX 3060,Official,positive,싸고 빠르고 좋아요 추천 합니다 싸고 빠르고 좋아요 추천 합니다,positive,0.999998927116394
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,싸고 빠르고 좋아요 추천합니다 싸고 빠르고 좋아요 추천합니다,MSI,RTX 3060,Official,positive,싸고 빠르고 좋아요 추천 합니다 싸고 빠르고 좋아요 추천 합니다,positive,0.999998927116394
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,싸고 빠르고 좋아요 추천합니다 싸고 빠르고 좋아요 추천합니다,MSI,RTX 3060,Official,positive,싸고 빠르고 좋아요 추천 합니다 싸고 빠르고 좋아요 추천 합니다,positive,0.999998927116394
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,싸고 빠르고 좋아요 추천합니다 싸고 빠르고 좋아요 추천합니다,MSI,RTX 3060,Official,positive,싸고 빠르고 좋아요 추천 합니다 싸고 빠르고 좋아요 추천 합니다,positive,0.999998927116394
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,싸고 빠르고 좋아요 추천합니다 싸고 빠르고 좋아요 추천합니다,MSI,RTX 3060,Official,positive,싸고 빠르고 좋아요 추천 합니다 싸고 빠르고 좋아요 추천 합니다,positive,0.999998927116394
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,잘받았습니다 좋아요 추천합니다 잘받았습니다 좋아요 추천합니다 ? 잘받았습니다 좋아요 ?,MSI,RTX 3060,Official,positive,잘 받았습니다 좋아요 추천 합니다 잘 받았습니다 좋아요 추천 합니다 ? 잘 받았습니다 좋아요 ?,positive,0.9999997615814209
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,배송도 빠르고 제품도 마음에 듭 배송도 빠르고 제품도 마음에 듭니다.좋은 제품 감사합니다. 많이 파세요.,MSI,RTX 3060,Official,positive,배송 도 빠르고 제품 도 마음 에 듭 배송 도 빠르고 제품 도 마음 에 듭니 다 . 좋은 제품 감사합니다 . 많이 파세요 .,positive,0.9999555349349976
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,영상 편집용으로 구입 했습니다~ 영상 편집용으로 구입 했습니다~,MSI,RTX 3060,Official,positive,영상 편집 용 으로 구입 했습니다 ~ 영상 편집 용 으로 구입 했습니다 ~,positive,0.9999997615814209
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,상품 굿굿 잘받았습니다. 이상없이 잘 동작합니다,MSI,RTX 3060,Official,positive,상품 굿굿 잘 받았습니다 . 이상 없이 잘 동작 합니다,positive,0.9999960660934448
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,좋은 제품 빠르게 배송 해 주셔서 좋은 제품 빠르게 배송 해 주셔서 감사합니다.많이 많이 파세요.,MSI,RTX 3060,Official,positive,좋은 제품 빠르게 배송 해 주셔서 좋은 제품 빠르게 배송 해 주셔서 감사합니다 . 많이 많이 파세요 .,positive,0.9999984502792358
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,빠르고 아주 좋으네요 잘받았습니 빠르고 아주 좋으네요 잘받았습니다 항상 잘 이용하고 있습니다,MSI,RTX 3060,Official,positive,빠르고 아주 좋으네요 잘 받았 습 니 빠르고 아주 좋으네요 잘 받았습니다 항상 잘 이용 하고 있습니다,positive,0.9999912977218628
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,하루 써보니 잘 작동합니다. 장기 하루 써보니 잘 작동합니다. 장기 사용시는 계속 써봐야..,MSI,RTX 3060,Official,positive,하루 써 보니 잘 작동 합니다 . 장기 하루 써 보니 잘 작동 합니다 . 장기 사용 시 는 계속 써 봐야 ..,positive,0.9999948740005493
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,빠른배송 감사합니다.작동도 잘됩니다. 빠른배송 감사합니다.작동도 잘됩니다.,MSI,RTX 3060,Official,positive,빠른 배송 감사합니다 . 작동 도 잘 됩니다 . 빠른 배송 감사합니다 . 작동 도 잘 됩니다 .,positive,0.9999997615814209
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,총알배송에 만족합니다 배송도 빠르고 제품도 좋아요,MSI,RTX 3060,Official,positive,총알 배송 에 만족합니다 배송 도 빠르고 제품 도 좋아요,positive,0.9999996423721313
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,4.0,배송도 빠르고 좋아요 배송도 빠르고 좋아요 ㅎㅎ,MSI,RTX 3060,Official,neutral,배송 도 빠르고 좋아요 배송 도 빠르고 좋아요 ㅎㅎ,positive,0.9999996423721313
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,감사합니다 좋은제품 싸게 빠른시간에 받게신경써주셔서 감... 감사합니다 좋은제품 싸게 빠른시간에 받게신경써주셔서 감사,MSI,RTX 3060,Official,positive,감사합니다 좋은 제품 싸게 빠른 시간 에 받게 신경 써주셔서 감 ... 감사합니다 좋은 제품 싸게 빠른 시간 에 받게 신경 써주셔서 감사,positive,0.9999995231628418
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,빠른배송 굿좋아요불량 없음 빠른배송 굿좋아요불량 없음굿,MSI,RTX 3060,Official,positive,빠른 배송 굿 좋아요 불량 없음 빠른 배송 굿 좋아요 불량 없음 굿,positive,0.9999996423721313
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,4.0,딸아이 생일선물로 줬는데아주 좋아해 요 딸아이 생일선물로 줬는데아주 좋아해 요,MSI,RTX 3060,Official,neutral,딸아이 생일 선물 로 줬는데 아주 좋아해 요 딸아이 생일 선물 로 줬는데 아주 좋아해 요,positive,0.9999992847442627
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,최고예요 배송도빠르고 좋아요 감사합니다,MSI,RTX 3060,Official,positive,최고 예요 배송 도 빠르고 좋아요 감사합니다,positive,0.9999998807907104
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,정품이라 좋아요 잘 구매했습니다. 좋아요,MSI,RTX 3060,Official,positive,정품 이라 좋아요 잘 구매 했습니다 . 좋아요,positive,0.9999994039535522
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,정품이라 좋습니다. 국내 정품이라 좋아요,MSI,RTX 3060,Official,positive,정품 이라 좋습니다 . 국내 정품 이라 좋아요,positive,0.9999513626098633
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,제품이 너무 좋습니다. 제품이 너무 좋습니다.,MSI,RTX 3060,Official,positive,제품 이 너무 좋습니다 . 제품 이 너무 좋습니다 .,positive,0.9999866485595703
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,잘받았습니다 감사합니다 잘받았습니다 감사합니다,MSI,RTX 3060,Official,positive,잘 받았습니다 감사합니다 잘 받았습니다 감사합니다,positive,0.9999997615814209
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,잘받았습니다 감사합니다 잘받았습니다 감사합니다,MSI,RTX 3060,Official,positive,잘 받았습니다 감사합니다 잘 받았습니다 감사합니다,positive,0.9999997615814209
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,감사합니다 잘받았습니다 감사합니다 잘받았습니다,MSI,RTX 3060,Official,positive,감사합니다 잘 받았습니다 감사합니다 잘 받았습니다,positive,0.9999997615814209
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,감사합니다 잘받았습니다 감사합니다 잘받았습니다,MSI,RTX 3060,Official,positive,감사합니다 잘 받았습니다 감사합니다 잘 받았습니다,positive,0.9999997615814209
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,좋아요. 좋아요.,MSI,RTX 3060,Official,positive,좋아요 . 좋아요 .,positive,0.9999990463256836
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,감사합니다 감사합니다,MSI,RTX 3060,Official,positive,감사합니다 감사합니다,positive,0.9999994039535522
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,화면이 훨씬 선명해 졋어요! 너무 좋습니다 역시 MSI,MSI,RTX 3060,Official,positive,화면 이 훨씬 선명해 졋어 요 ! 너무 좋습니다 역시 MSI,positive,0.9999990463256836
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,4.0,잘받았습니다 감사합니다 잘받았습니다 감사합니다,MSI,RTX 3060,Official,neutral,잘 받았습니다 감사합니다 잘 받았습니다 감사합니다,positive,0.9999997615814209
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,제품 이상없이 잘돌아갑니다 좋아요 제품 이상없이 잘돌아갑니다 좋아요,MSI,RTX 3060,Official,positive,제품 이상 없이 잘 돌아갑니다 좋아요 제품 이상 없이 잘 돌아갑니다 좋아요,positive,0.9999984502792358
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,굿~~~~~~ 굿~~~~~~,MSI,RTX 3060,Official,positive,굿 ~~~~~~ 굿 ~~~~~~,positive,0.9999985694885254
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,잘 사용하겠습니다. 기존이 너무 잘 사용하겠습니다. 기존이 너무 별로였어요,MSI,RTX 3060,Official,positive,잘 사용 하겠습니다 . 기존 이 너무 잘 사용 하겠습니다 . 기존 이 너무 별로 였어요,positive,0.999983549118042
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,싸게 잘 구입했습니다. 싸게 잘 구입했습니다.,MSI,RTX 3060,Official,positive,싸게 잘 구입 했습니다 . 싸게 잘 구입 했습니다 .,positive,0.9999997615814209
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,빠른배송 감사합니다. 빠른배송 감사합니다.,MSI,RTX 3060,Official,positive,빠른 배송 감사합니다 . 빠른 배송 감사합니다 .,positive,0.9999998807907104
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,https://memberssl.auction.co.k... https://memberssl.auction.co.kr/myauction/https://memberssl.auction.co.kr/myauction/,MSI,RTX 3060,Official,positive,https://memberssl.auction.co . k ... https://memberssl.auction.co.kr/myauction/https://memberssl.auction.co.kr/myauction/,positive,0.9999935626983643
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,좋아요 좋아요,MSI,RTX 3060,Official,positive,좋아요 좋아요,positive,0.9999990463256836
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,배송은 신속했고 제품은 정확했습니다 배송은 신속했고 제품은 정확했습니다,MSI,RTX 3060,Official,positive,배송 은 신속했고 제품 은 정확했습니다 배송 은 신속했고 제품 은 정확했습니다,positive,0.999997615814209
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,말해 뭐해요 제품 좋습니다 말해 뭐해요 제품 좋습니다,MSI,RTX 3060,Official,positive,말 해 뭐 해요 제품 좋습니다 말 해 뭐 해요 제품 좋습니다,positive,0.9999905824661255
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,4.0,감사합니다 감사합니다,MSI,RTX 3060,Official,neutral,감사합니다 감사합니다,positive,0.9999994039535522
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB잘받았습니다,MSI,RTX 3060,Official,positive,MSI 지포스 RTX 3060 벤투스 2 X OC D 6 12 GB MSI 지포스 RTX 3060 벤투스 2 X OC D 6 12 GB 잘 받았습니다,positive,0.9984499216079712
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,4.0,3060 좋군요 1060쓰다가 바꾸었는데 아주 좋군요 .,MSI,RTX 3060,Official,neutral,3060 좋군요 1060 쓰다가 바꾸었는데 아주 좋군요 .,positive,0.9999886751174927
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,좋습니다좋아요좋습니다좋아요 좋습니다좋아요좋습니다좋아요,MSI,RTX 3060,Official,positive,좋습니다 좋아요 좋습니다 좋아요 좋습니다 좋아요 좋습니다 좋아요,positive,0.9999997615814209
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,카드힐인에 적립금까지 최저가로 구매해서 싸게 잘 샀어요 카드힐인에 적립금까지 최저가로 구매해서 싸게 잘 샀어요.,MSI,RTX 3060,Official,positive,카드 힐 인 에 적립금 까지 최저 가로 구매 해서 싸게 잘 샀어요 카드 힐 인 에 적립금 까지 최저 가로 구매 해서 싸게 잘 샀어요 .,positive,0.9999996423721313
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,좋은 기종이라고 들었습니다. 만족해요 좋은 기종이라고 들었습니다. 만족해요!,MSI,RTX 3060,Official,positive,좋은 기 종이 라고 들었습니다 . 만족해요 좋은 기 종이 라고 들었습니다 . 만족해요 !,positive,0.9999896287918091
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,좋아요 잘받았습니다 잘쓰겠습니다,MSI,RTX 3060,Official,positive,좋아요 잘 받았습니다 잘쓰겠습니다,positive,0.9999994039535522
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,4.0,감사합니다. 많이 파세요~ 감사합니다. 많이 파세요~,MSI,RTX 3060,Official,neutral,감사합니다 . 많이 파세요 ~ 감사합니다 . 많이 파세요 ~,positive,0.9999997615814209
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,괜찮네요 괜찮네요,MSI,RTX 3060,Official,positive,괜찮네요 괜찮네요,positive,0.9999964237213135
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,빠른 배송 감사합니다.잘쓸게요~재구매하겠습니다. 빠른 배송 감사합니다.잘쓸게요~재구매하겠습니다.,MSI,RTX 3060,Official,positive,빠른 배송 감사합니다 . 잘쓸게요 ~ 재구매 하겠습니다 . 빠른 배송 감사합니다 . 잘쓸게요 ~ 재구매 하겠습니다 .,positive,0.9999996423721313
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,아주만족합니다.~~~~~~~~~~ 아주만족합니다.~~~~~~~~~~,MSI,RTX 3060,Official,positive,아주 만족합니다 .~~~~~~~~~~ 아주 만족합니다 .~~~~~~~~~~,positive,0.9999997615814209
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,가격도 저렴하고 배송도 빠름니다 가격도 저렴하고 배송도 빠름니다.,MSI,RTX 3060,Official,positive,가격 도 저렴하고 배송 도 빠름니다 가격 도 저렴하고 배송 도 빠름니다 .,positive,0.9999996423721313
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,4.0,가성비 로는 이게 좋다해서 사봤어요,MSI,RTX 3060,Official,neutral,가성 비 로는 이 게 좋 다해 서 사봤어요,positive,0.981404721736908
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,가격도 괜찮고 배송도 만족합니다 가격도 괜찮고 배송도 만족합니다.,MSI,RTX 3060,Official,positive,가격 도 괜찮고 배송 도 만족합니다 가격 도 괜찮고 배송 도 만족합니다 .,positive,0.9999998807907104
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,가격도 괜찮고 배송도 만족합니다 가격도 괜찮고 배송도 만족합니다.,MSI,RTX 3060,Official,positive,가격 도 괜찮고 배송 도 만족합니다 가격 도 괜찮고 배송 도 만족합니다 .,positive,0.9999998807907104
